"","cslope","bmin","lake","MAY","BMAY","UMAY","msy_equil","Fmsy_equil"
"1",1,11.89,"baptiste lake",4.89500290989308,16.7850029098931,0.291629553844639,4.26649306712451,0.116892687991621
"2",0.216216216216216,18.92,"calling lake",9.36648056746727,62.2399726245362,0.150489792532056,7.05381975648694,0.0794015828466677
"3",1,3.24,"lac ste. anne",3.59692287002461,6.83692287002461,0.526102595919977,2.28124898652281,0.151154502269014
"4",1,17.84,"lake newell",19.8854787945499,37.7254787945499,0.527110044191744,9.71686508145095,0.099515088264969
"5",1,8.65,"moose lake",6.17405050389713,14.8240505038971,0.416488766162394,4.75371866986694,0.117849136735325
"6",1,7.57,"pigeon lake",2.84810630971495,10.418106309715,0.273380422990988,2.22611454027068,0.125868508023998
